placement_id,job_title,job_post_date,fill_date,days_to_fill,placement_fee,client_id,recruiter_id,candidate_country,client_country
3870,Junior Developer,2023-03-31,2023-04-23,23,2330.41,55,14,India,UAE
3871,Jr Developer,28/02/2024,23/03/2024,24,1664.99,44,17,Philippines,United Kingdom
3872,Junior Developer,2023-12-13,2024-01-18,36,1751.64,59,5,Philippines,United Kingdom
3873,HR manager,2023-02-28,2023-03-29,29,2887.17,93,11,kenya,United Kingdom
3874,DataAnalyst,2024-03-23,2024-04-07,15,3710.26,6,14,Pakistan,Australia
3875,Human Resources Manager,2023-07-02,2023-07-22,20,7784.66,67,3,Pakistan,Canada
3876,Junior Dev,09/01/2024,13/02/2024,35,3430.58,25,19,philippines,United States
3877,Jr.Developer,2023-10-07,2023-11-15,39,1050.09,94,19,Nigeria,UAE
3878,Data Analysis,2024-03-28,2024-04-18,21,,25,5,pak,United Kingdom
3879,Jr.Developer,10/02/2024,15/03/2024,34,1096.2,53,24,KEN,Australia
3880,Data Analysis,27/05/2023,29/06/2023,33,3217.65,39,3,Nigeria,United Kingdom
3881,Data Anlyst,2023-11-20,2023-12-23,33,,78,8,IND,United States
3882,DataAnalyst,2024-03-02,2024-03-30,28,3170.21,31,1,india,UAE
3883,DataAnalyst,2023-02-24,2023-03-31,35,3099.71,70,29,philippines,UAE
3884,Data Analyst,03/02/2023,24/02/2023,21,1699.86,19,4,pak,Canada
3885,Human Resources Manager,16/12/2023,04/01/2024,19,3307.44,80,6,Pakistan,Australia
3886,Jr.Developer,2024-04-26,2024-06-03,38,3587.83,83,27,NG,Australia
3887,Sr IT Support,2024-01-19,2024-02-16,28,2362.04,78,4,IND,Canada
3888,Jr.Developer,28/02/2023,29/03/2023,29,1091.58,93,12,KEN,Australia
3889,Junior Dev,2024-05-14,2024-06-04,21,1742.05,49,10,pak,Canada
3890,Data Analyst,25/12/2023,17/01/2024,23,,81,10,Pakistan,UAE
3891,Data Analysis,2024-01-13,2024-02-12,30,2712.8,85,16,nigeria,Canada
3892,Senior IT Support,2023-01-13,2023-02-15,33,5882.75,83,11,nigeria,Canada
3893,Jr Developer,2023-06-13,2023-07-08,25,2350.5,98,5,PK,Canada
3894,Senior IT,21/01/2023,01/03/2023,39,3606.41,4,20,Nigeria,United States
3895,Senior IT,04/01/2023,28/01/2023,24,5947.84,9,21,Philippines,Canada
3896,Junior Dev,20/02/2024,06/03/2024,15,3983.99,68,1,Pakistan,UAE
3897,Human Resources Manager,22/05/2024,02/07/2024,41,5324.7,11,9,NG,Australia
3898,HR manager,2023-04-13,2023-05-09,26,2519.56,43,14,philippines,Australia
3899,Data Anlyst,2024-04-05,2024-05-09,34,2302.04,41,20,NG,UAE
3900,Sr IT Support,2023-06-02,2023-07-07,35,3971.47,16,7,Philippines,UAE
3901,Human Resources Manager,2023-06-28,2023-07-25,27,6985.4,7,16,Philippines,UAE
3902,Human Resources Manager,2024-06-21,2024-07-12,21,6735.04,61,7,pak,UAE
3903,Junior Developer,2024-05-23,2024-06-17,25,3192.47,58,10,PH,Canada
3904,Jr.Developer,08/12/2023,10/01/2024,33,2121.45,40,7,philippines,Australia
3905,HR manager,2023-05-08,2023-06-04,27,2813.23,19,25,India,United Kingdom
3906,Junior Dev,2023-09-18,2023-10-17,29,1184.75,74,4,nigeria,United States
3907,HR Mgr,06/03/2024,11/04/2024,36,1335.81,74,7,Philippines,United States
3908,Sr.IT Support,2024-05-04,2024-05-29,25,,6,11,IND,Canada
3909,HR Mgr,2023-12-06,2024-01-01,26,2121.73,89,6,PH,United Kingdom
3910,Data Analyst,2023-09-17,2023-10-11,24,3326.66,16,4,PK,United States
3911,HR manager,2023-07-21,2023-08-16,26,2772.67,48,4,PH,Canada
3912,Jr Developer,2023-08-15,2023-09-15,31,3401.93,83,15,India,Australia
3913,Senior IT Support,11/10/2023,09/11/2023,29,6966.08,57,12,Philippines,United Kingdom
3914,HR Mgr,09/05/2024,05/06/2024,27,3078.17,73,3,IND,Canada
3915,Senior IT,2023-08-05,2023-08-30,25,7573.14,41,7,india,UAE
3916,Senior IT,2023-12-27,2024-01-26,30,3343.55,76,5,India,Canada
3917,Data Analyst,2023-07-12,2023-07-27,15,2546.71,90,28,PK,UAE
3918,DataAnalyst,2023-09-20,2023-10-24,34,3975.43,74,4,philippines,Canada
3919,Human Resources Manager,2023-11-19,2023-12-19,30,7882.4,52,19,PH,UAE
3920,Data Analyst,2023-03-11,2023-04-14,34,1798.07,19,28,India,Canada
3921,HR Mgr,13/10/2023,21/11/2023,39,1781.33,20,4,Nigeria,United Kingdom
3922,Senior IT,01/03/2024,24/03/2024,23,5524.65,80,21,pak,United Kingdom
3923,Jr.Developer,2023-11-25,2023-12-19,24,2109.13,40,26,India,Australia
3924,Senior IT,2024-05-26,2024-07-03,38,3503.73,25,10,NG,Canada
3925,Sr.IT Support,2024-02-26,2024-03-25,28,2929.08,88,6,IND,Canada
3926,Data Analysis,2023-06-16,2023-07-05,19,3725.77,23,4,PK,United States
3927,Data Analyst,2023-06-23,2023-07-26,33,3379.14,32,19,IND,UAE
3928,Senior IT,2023-10-30,2023-11-21,22,6753.75,50,13,Pakistan,United Kingdom
3929,Data Analysis,20/02/2023,01/04/2023,40,3499.6,7,14,NG,United Kingdom
3930,Jr.Developer,2023-03-20,2023-04-29,40,3779.01,74,25,Nigeria,UAE
3931,Junior Dev,29/03/2023,19/04/2023,21,,1,30,pak,United States
3932,Sr IT Support,2024-01-28,2024-02-16,19,2462.81,78,11,PK,Canada
3933,Senior IT,2023-12-10,2024-01-11,32,5643.91,25,7,india,United States
3934,DataAnalyst,2024-06-14,2024-07-14,30,,77,26,Philippines,United Kingdom
3935,Data Analysis,12/04/2023,10/05/2023,28,2655.78,94,16,IND,Australia
3936,Sr.IT Support,2023-11-08,2023-12-02,24,3111.67,22,3,PK,Australia
3937,Sr IT Support,2023-10-04,2023-11-02,29,2951.23,38,4,nigeria,UAE
3938,Junior Dev,11/02/2024,27/02/2024,16,3446.7,75,7,Pakistan,Australia
3939,Jr Developer,04/05/2023,23/05/2023,19,2236.56,91,1,pak,United Kingdom
3940,Sr.IT Support,02/06/2024,30/06/2024,28,1456.44,90,10,philippines,Canada
3941,HR manager,17/03/2023,20/04/2023,34,2209.74,19,15,Kenya,United States
3942,Sr IT Support,01/12/2023,07/01/2024,37,1741.88,14,30,Nigeria,Canada
3943,Sr IT Support,15/07/2023,10/08/2023,26,3988.43,93,4,india,Australia
3944,Sr IT Support,19/11/2023,15/12/2023,26,,28,4,kenya,UAE
3945,Jr Developer,2023-07-07,2023-08-08,32,3661.63,92,1,Philippines,United States
3946,HR manager,25/03/2023,13/04/2023,19,1522.47,100,6,PK,United Kingdom
3947,Jr.Developer,2023-09-17,2023-10-07,20,3811.88,69,14,PK,Canada
3948,Human Resources Manager,18/05/2023,15/06/2023,28,,94,7,Nigeria,Australia
3949,HR Mgr,12/03/2024,17/04/2024,36,2919.38,61,10,Nigeria,United Kingdom
3950,HR Mgr,2023-02-10,2023-03-17,35,2460.38,44,6,PH,UAE
3951,Sr.IT Support,06/02/2023,17/03/2023,39,1061.39,48,28,nigeria,United Kingdom
3952,HR Mgr,18/04/2024,13/05/2024,25,3899.59,18,12,Pakistan,UAE
3953,DataAnalyst,2024-06-28,2024-07-19,21,,27,19,PK,United States
3954,Jr.Developer,2023-07-09,2023-08-08,30,2742.79,85,4,philippines,Australia
3955,Junior Dev,20/06/2023,13/07/2023,23,3723.51,59,18,PK,Canada
3956,HR Mgr,2023-02-10,2023-03-06,24,3653.92,84,29,PH,United States
3957,Jr.Developer,2024-01-12,2024-02-10,29,1237.22,10,27,IND,United Kingdom
3958,Jr Developer,2023-11-23,2023-12-25,32,3023.39,91,15,KEN,United Kingdom
3959,HR Mgr,2023-01-04,2023-01-26,22,3950.22,48,1,IND,Australia
3960,Data Anlyst,2024-02-14,2024-03-21,36,2699.03,45,15,PH,Canada
3961,H.R. Manager,12/01/2023,11/02/2023,30,,75,12,PH,United Kingdom
3962,Data Analyst,12/10/2023,19/11/2023,38,2657.33,21,29,Kenya,UAE
3963,Data Analysis,13/07/2023,13/08/2023,31,1302.46,96,11,Kenya,Australia
3964,Data Anlyst,2023-12-29,2024-01-18,20,1288.8,96,23,pak,United Kingdom
3965,H.R. Manager,24/08/2023,17/09/2023,24,5489.42,55,8,Pakistan,Canada
3966,Senior IT Support,2023-02-01,2023-03-06,33,7713.91,63,8,Nigeria,Canada
3967,Junior Developer,05/03/2024,16/04/2024,42,1422.0,63,27,NG,Australia
3968,Human Resources Manager,23/07/2023,01/09/2023,40,7341.88,87,6,Nigeria,United States
3969,Sr IT Support,06/03/2023,09/04/2023,34,1419.78,68,27,kenya,Australia
3970,Jr.Developer,29/03/2024,05/05/2024,37,2059.91,96,11,kenya,United States
3971,Senior IT,21/11/2023,20/12/2023,29,7515.79,55,8,nigeria,Canada
3972,Junior Dev,2023-07-30,2023-09-09,41,1210.99,14,29,NG,United Kingdom
3973,HR manager,18/03/2024,19/04/2024,32,1485.92,43,26,PH,Australia
3974,Senior IT Support,2024-06-29,2024-07-31,32,3133.76,3,8,NG,Canada
3975,DataAnalyst,2023-02-15,2023-03-17,30,3145.79,65,5,india,UAE
3976,Senior IT Support,2023-05-18,2023-06-06,19,5719.87,55,3,pak,Canada
3977,HR Mgr,2023-07-16,2023-08-19,34,2598.88,9,10,kenya,Australia
3978,HR Mgr,03/08/2023,07/09/2023,35,3585.64,3,9,Kenya,United States
3979,HR Mgr,2023-11-11,2023-12-11,30,1767.44,14,2,kenya,Canada
3980,Sr.IT Support,2024-02-09,2024-03-03,23,3414.37,2,21,IND,UAE
3981,Sr IT Support,2024-04-11,2024-04-29,18,1703.24,18,2,pak,Canada
3982,Junior Developer,2024-01-01,2024-01-31,30,3037.05,89,15,Nigeria,United States
3983,HR Mgr,19/06/2024,16/07/2024,27,2133.32,77,29,kenya,Australia
3984,HR Mgr,2024-04-09,2024-05-13,34,3145.94,61,24,Kenya,Canada
3985,Senior IT,2023-03-20,2023-04-22,33,4088.69,28,20,NG,Australia
3986,Jr.Developer,2023-06-14,2023-07-07,23,2844.17,65,16,pak,United States
3987,DataAnalyst,16/12/2023,04/01/2024,19,1350.73,53,30,Pakistan,Australia
3988,Senior IT,2023-08-17,2023-09-27,41,6226.0,69,18,Nigeria,United Kingdom
3989,HR manager,2023-02-11,2023-03-16,33,3336.58,82,26,philippines,United Kingdom
3990,Data Analysis,19/04/2023,18/05/2023,29,2530.0,70,21,IND,UAE
3991,HR manager,13/10/2023,14/11/2023,32,,77,7,India,United States
3992,Human Resources Manager,2023-09-15,2023-10-13,28,3405.75,53,8,Kenya,Australia
3993,Human Resources Manager,24/04/2024,22/05/2024,28,3042.17,10,25,IND,UAE
3994,Data Analyst,2023-12-21,2024-01-19,29,1557.73,84,12,India,UAE
3995,Data Analysis,2023-02-06,2023-03-09,31,1800.94,67,23,Nigeria,Australia
3996,Human Resources Manager,2024-06-22,2024-07-24,32,5339.92,76,30,kenya,United States
3997,Junior Developer,02/02/2023,11/03/2023,37,3924.86,59,25,kenya,United States
3998,Senior IT Support,2023-11-14,2023-12-20,36,,9,4,kenya,United States
3999,Sr IT Support,2024-05-18,2024-06-15,28,3064.25,2,29,india,UAE
4000,Data Anlyst,2023-03-25,2023-04-09,15,2655.86,33,9,pak,United States
4001,Data Anlyst,2024-05-24,2024-06-19,26,1901.86,34,19,Philippines,Australia
4002,Senior IT,2023-05-01,2023-06-01,31,,60,25,Philippines,United Kingdom
4003,Jr Developer,20/10/2023,14/11/2023,25,1978.9,29,26,India,United Kingdom
4004,Junior Developer,09/03/2024,05/04/2024,27,1923.87,73,20,philippines,Canada
4005,Sr.IT Support,2023-02-28,2023-03-30,30,3264.29,30,17,kenya,United Kingdom
4006,Human Resources Manager,27/05/2024,01/07/2024,35,6121.64,74,5,Nigeria,UAE
4007,Jr Developer,2024-06-24,2024-07-27,33,,88,7,Philippines,United Kingdom
4008,H.R. Manager,2023-05-20,2023-06-12,23,6839.02,34,30,pak,UAE
4009,DataAnalyst,2023-06-20,2023-07-22,32,1290.69,77,3,KEN,Canada
4010,Jr.Developer,2024-04-16,2024-05-01,15,1813.68,94,27,Pakistan,United States
4011,HR Mgr,2023-12-05,2024-01-02,28,1888.05,18,11,IND,United Kingdom
4012,Junior Developer,2023-12-11,2024-01-18,38,,82,3,NG,United Kingdom
4013,Junior Developer,2023-04-15,2023-05-11,26,,52,21,Kenya,Australia
4014,Sr.IT Support,19/03/2023,10/04/2023,22,2081.44,40,9,India,United States
4015,Human Resources Manager,10/01/2024,11/02/2024,32,6269.93,72,9,kenya,United States
4016,H.R. Manager,22/04/2023,26/05/2023,34,3599.6,41,22,IND,Australia
4017,Data Anlyst,2023-03-29,2023-05-05,37,1810.4,43,11,Kenya,United States
4018,Data Analysis,2024-06-26,2024-08-01,36,2605.95,83,20,philippines,UAE
4019,Sr IT Support,15/11/2023,08/12/2023,23,1809.13,24,26,Pakistan,United States
4020,DataAnalyst,2023-12-23,2024-01-10,18,2665.48,89,7,PK,UAE
4021,Jr Developer,29/01/2023,08/03/2023,38,,64,11,NG,United Kingdom
4022,Senior IT,06/04/2024,11/05/2024,35,5929.55,47,9,nigeria,UAE
4023,DataAnalyst,2024-04-29,2024-05-29,30,1542.5,62,9,NG,UAE
4024,Data Analyst,2023-09-09,2023-10-21,42,2696.48,55,10,Nigeria,United Kingdom
4025,Senior IT Support,07/06/2024,28/06/2024,21,4932.66,50,10,Pakistan,Australia
4026,Human Resources Manager,2023-08-01,2023-08-27,26,4820.77,76,8,Philippines,Australia
4027,Data Anlyst,2023-04-14,2023-05-16,32,2959.67,3,29,IND,UAE
4028,Jr Developer,29/12/2023,20/01/2024,22,3579.12,78,14,Pakistan,United Kingdom
4029,Sr.IT Support,2023-08-16,2023-09-06,21,2720.51,81,24,pak,UAE
4030,Human Resources Manager,2023-05-20,2023-06-13,24,5818.33,14,23,philippines,Canada
4031,Sr IT Support,2023-08-11,2023-09-05,25,3056.91,8,21,india,United States
4032,Data Anlyst,04/06/2024,10/07/2024,36,1739.58,34,9,KEN,United States
4033,DataAnalyst,2024-03-13,2024-04-14,32,1465.88,64,19,philippines,UAE
4034,Data Analyst,29/12/2023,30/01/2024,32,2008.37,46,27,Kenya,Canada
4035,Sr IT Support,2023-04-22,2023-05-26,34,1519.9,37,22,KEN,United States
4036,Sr IT Support,29/05/2023,03/07/2023,35,2587.25,36,29,philippines,United Kingdom
4037,Junior Dev,2023-05-13,2023-05-31,18,2182.41,14,15,PK,Canada
4038,Data Analyst,11/10/2023,21/11/2023,41,3131.48,36,24,NG,Canada
4039,DataAnalyst,2024-01-22,2024-02-23,32,1297.9,11,4,IND,United Kingdom
4040,Junior Developer,28/06/2024,20/07/2024,22,3122.05,21,2,IND,Canada
4041,Data Anlyst,2024-01-01,2024-02-08,38,3037.51,68,23,Nigeria,United States
4042,H.R. Manager,2023-07-06,2023-08-11,36,5451.84,27,11,philippines,UAE
4043,Jr.Developer,2024-04-12,2024-05-16,34,3459.76,18,23,India,Canada
4044,H.R. Manager,23/03/2023,19/04/2023,27,6848.68,45,4,PH,United Kingdom
4045,HR manager,2023-06-19,2023-07-06,17,1004.25,25,29,Pakistan,UAE
4046,HR manager,27/01/2024,01/03/2024,34,3869.24,44,7,KEN,Canada
4047,DataAnalyst,2023-01-27,2023-02-16,20,2429.21,1,18,pak,Australia
4048,Senior IT,2024-01-06,2024-02-02,27,5780.57,80,7,PH,United States
4049,Jr.Developer,02/05/2024,02/06/2024,31,1316.35,36,3,philippines,UAE
4050,Sr.IT Support,09/04/2024,08/05/2024,29,3681.17,48,20,PH,United Kingdom
4051,H.R. Manager,2023-03-02,2023-03-28,26,,23,1,PH,Australia
4052,HR Mgr,2023-05-05,2023-06-10,36,1256.17,97,9,kenya,UAE
4053,Data Analysis,2023-05-15,2023-06-02,18,2710.7,10,27,PK,UAE
4054,Human Resources Manager,2024-01-05,2024-02-11,37,7730.38,80,1,Nigeria,United States
4055,Senior IT Support,28/02/2023,18/03/2023,18,7095.26,1,29,PK,Australia
4056,Human Resources Manager,2023-10-14,2023-11-06,23,4681.1,29,30,india,United Kingdom
4057,H.R. Manager,2024-05-11,2024-06-02,22,5468.12,88,18,Pakistan,UAE
4058,Data Analysis,2023-12-10,2024-01-03,24,2725.12,80,27,Pakistan,Canada
4059,HR manager,2024-02-07,2024-02-25,18,2236.9,23,17,PK,Canada
4060,Sr IT Support,2023-02-10,2023-03-05,23,1864.1,29,21,IND,Australia
4061,Data Analysis,23/09/2023,27/10/2023,34,3739.91,19,4,india,Canada
4062,Data Analyst,26/07/2023,29/08/2023,34,2987.2,37,4,NG,Canada
4063,HR manager,2024-03-28,2024-05-09,42,2347.4,87,18,Nigeria,Canada
4064,DataAnalyst,19/03/2023,22/04/2023,34,2598.7,12,2,Kenya,Canada
4065,H.R. Manager,2024-03-15,2024-04-22,38,5288.65,12,17,kenya,Canada
4066,Human Resources Manager,2023-08-10,2023-09-08,29,5689.88,7,3,Kenya,United States
4067,Junior Dev,2023-09-30,2023-10-31,31,3636.44,86,20,india,Australia
4068,Jr.Developer,2023-01-15,2023-02-03,19,3959.7,1,10,PK,United Kingdom
4069,Junior Dev,05/06/2024,09/07/2024,34,,48,13,philippines,Australia
4070,Junior Developer,14/08/2023,04/09/2023,21,3270.55,93,6,PK,Canada
4071,HR Mgr,10/05/2024,06/06/2024,27,1353.43,10,5,India,United States
4072,Data Analysis,24/12/2023,08/01/2024,15,2373.5,15,12,Pakistan,United States
4073,Jr Developer,2023-01-21,2023-02-09,19,2021.26,70,26,PK,United Kingdom
4074,Data Analysis,2023-08-06,2023-09-16,41,3750.62,78,2,NG,United States
4075,Data Analyst,09/09/2023,27/09/2023,18,1219.52,52,11,Pakistan,United States
4076,Data Analysis,01/10/2023,25/10/2023,24,2301.05,87,20,PK,Canada
4077,Human Resources Manager,25/05/2024,03/07/2024,39,,55,2,nigeria,United Kingdom
4078,HR manager,2023-09-03,2023-10-01,28,1297.94,57,2,philippines,United Kingdom
4079,Senior IT,13/11/2023,15/12/2023,32,6647.86,37,7,Nigeria,Canada
4080,Senior IT,2024-01-26,2024-02-26,31,6301.59,90,15,PH,Canada
4081,DataAnalyst,05/11/2023,21/11/2023,16,3676.11,95,11,PK,UAE
4082,H.R. Manager,25/10/2023,24/11/2023,30,5145.41,93,16,IND,UAE
4083,Jr Developer,28/08/2023,16/09/2023,19,2467.1,33,4,pak,Australia
4084,HR Mgr,22/09/2023,24/10/2023,32,1519.36,23,3,PH,United States
4085,Jr.Developer,20/06/2024,08/07/2024,18,2728.73,21,4,PK,UAE
4086,Senior IT Support,2023-05-06,2023-06-13,38,3071.49,18,22,Kenya,United Kingdom
4087,Data Analyst,2023-12-26,2024-01-28,33,3844.23,62,3,india,UAE
4088,Data Analyst,2024-01-24,2024-03-05,41,1331.39,38,11,nigeria,Canada
4089,Jr.Developer,16/02/2024,20/03/2024,33,2730.19,95,10,PH,UAE
4090,HR manager,05/04/2024,09/05/2024,34,2474.65,52,30,philippines,UAE
4091,H.R. Manager,07/05/2024,11/06/2024,35,4924.33,6,18,nigeria,UAE
4092,Data Analysis,2024-03-22,2024-04-06,15,3549.6,42,30,PK,United States
4093,DataAnalyst,2024-06-15,2024-07-07,22,1186.07,18,19,pak,Australia
4094,Junior Developer,2023-10-10,2023-11-10,31,2404.06,1,14,PH,United Kingdom
4095,DataAnalyst,2023-06-24,2023-07-31,37,3077.02,69,15,kenya,United States
4096,H.R. Manager,2023-03-05,2023-04-08,34,6925.61,62,5,kenya,UAE
4097,Junior Dev,2023-03-31,2023-04-30,30,2752.47,8,7,Philippines,United Kingdom
4098,Junior Dev,2023-09-02,2023-10-07,35,3999.47,3,29,PH,United Kingdom
4099,Data Analyst,2023-09-15,2023-10-01,16,3005.75,42,11,pak,Australia
4100,DataAnalyst,2023-06-07,2023-07-06,29,1400.29,14,11,philippines,United Kingdom
4101,H.R. Manager,2023-12-21,2024-01-15,25,6043.06,67,7,india,UAE
4102,Junior Dev,02/04/2023,24/04/2023,22,2950.5,43,12,pak,Canada
4103,H.R. Manager,28/07/2023,30/08/2023,33,7866.88,70,23,Philippines,Australia
4104,H.R. Manager,2023-05-25,2023-06-27,33,,88,13,IND,United Kingdom
4105,Sr IT Support,2024-03-18,2024-04-14,27,3324.74,55,30,KEN,Australia
4106,HR Mgr,2023-07-20,2023-08-21,32,2262.72,88,30,india,Australia
4107,H.R. Manager,2023-04-30,2023-05-24,24,5626.05,76,15,india,United States
4108,Sr.IT Support,15/05/2023,15/06/2023,31,1271.37,64,27,Philippines,United Kingdom
4109,Sr.IT Support,17/11/2023,25/12/2023,38,3039.03,95,22,Kenya,United States
4110,Junior Dev,2023-06-12,2023-07-10,28,2620.08,17,4,nigeria,UAE
4111,Sr.IT Support,2024-01-27,2024-02-23,27,2901.73,40,27,kenya,UAE
4112,Jr Developer,2023-12-11,2024-01-15,35,1451.51,28,21,Philippines,United States
4113,DataAnalyst,13/07/2023,11/08/2023,29,1109.41,50,5,Kenya,UAE
4114,Senior IT,24/02/2023,28/03/2023,32,,41,11,India,Australia
4115,Data Anlyst,2023-06-13,2023-07-19,36,1196.64,37,17,Nigeria,UAE
4116,DataAnalyst,15/01/2023,18/02/2023,34,1147.81,96,20,India,United States
4117,Jr Developer,2024-04-21,2024-05-20,29,2546.47,34,9,KEN,United Kingdom
4118,Junior Dev,2023-01-13,2023-02-16,34,1258.12,13,22,india,Australia
4119,Data Analysis,13/05/2023,31/05/2023,18,3107.81,63,16,PK,United States
4120,DataAnalyst,2023-03-08,2023-04-07,30,2029.44,57,12,philippines,Canada
4121,Data Analysis,2023-10-23,2023-11-19,27,1929.95,13,6,India,Canada
4122,Sr IT Support,11/08/2023,10/09/2023,30,2018.76,74,24,Philippines,United States
4123,Jr Developer,23/05/2023,22/06/2023,30,,45,2,Kenya,United Kingdom
4124,Jr.Developer,2024-03-23,2024-04-18,26,2909.76,80,28,India,Australia
4125,Data Analysis,2024-04-02,2024-05-08,36,2512.74,28,23,Kenya,Australia
4126,Sr.IT Support,2023-04-23,2023-05-10,17,1663.14,57,12,pak,Australia
4127,DataAnalyst,31/03/2023,01/05/2023,31,1945.17,24,3,India,United Kingdom
4128,Jr Developer,05/02/2024,10/03/2024,34,,93,22,Philippines,UAE
4129,Sr.IT Support,2023-09-15,2023-10-12,27,1011.57,33,29,Kenya,United States
4130,Data Anlyst,2024-03-04,2024-04-01,28,1752.94,33,5,Philippines,United States
4131,Senior IT Support,2023-06-03,2023-07-11,38,6157.7,57,13,KEN,Australia
4132,Jr Developer,03/06/2024,30/06/2024,27,,58,30,India,Australia
4133,HR Mgr,2023-08-12,2023-09-13,32,1319.27,97,12,IND,United States
4134,Sr.IT Support,2024-03-09,2024-03-24,15,2764.0,18,11,Pakistan,Australia
4135,HR Mgr,2023-10-18,2023-11-19,32,3795.48,71,14,KEN,United Kingdom
4136,Data Anlyst,2023-09-05,2023-10-01,26,3891.78,54,21,philippines,United States
4137,Data Anlyst,28/02/2024,23/03/2024,24,3460.14,68,10,India,United Kingdom
4138,H.R. Manager,2024-04-21,2024-05-17,26,6674.23,27,11,IND,United Kingdom
4139,DataAnalyst,2024-05-26,2024-07-01,36,1324.68,87,13,nigeria,UAE
4140,DataAnalyst,2024-02-26,2024-04-01,35,3739.36,82,30,KEN,United States
4141,Human Resources Manager,09/02/2024,09/03/2024,29,6719.78,67,9,KEN,United States
4142,Jr Developer,2023-11-30,2023-12-15,15,1552.03,34,11,pak,UAE
4143,DataAnalyst,2023-05-14,2023-06-16,33,3517.54,51,14,philippines,United Kingdom
4144,Data Anlyst,2023-08-08,2023-08-31,23,1431.77,80,28,india,Canada
4145,Senior IT,2023-07-03,2023-07-26,23,4103.4,19,4,Pakistan,United Kingdom
4146,Junior Dev,15/11/2023,23/12/2023,38,2085.11,86,7,Kenya,Australia
4147,DataAnalyst,2023-11-09,2023-11-26,17,1098.81,18,18,PK,UAE
4148,H.R. Manager,2023-12-03,2023-12-25,22,6384.36,7,30,Pakistan,Australia
4149,Junior Dev,2024-05-25,2024-06-26,32,2977.69,88,20,philippines,United Kingdom
4150,Junior Developer,2024-02-06,2024-02-28,22,1932.11,40,23,Pakistan,Australia
4151,Senior IT Support,2023-11-13,2023-12-11,28,6400.04,53,17,India,United States
4152,DataAnalyst,2023-12-01,2024-01-08,38,,24,11,NG,Canada
4153,HR Mgr,2023-05-30,2023-06-23,24,3378.27,100,5,PK,UAE
4154,Jr Developer,08/11/2023,13/12/2023,35,2463.52,53,30,philippines,Australia
4155,Jr Developer,2023-10-04,2023-11-12,39,,25,25,nigeria,United States
4156,Data Analyst,2024-03-02,2024-04-03,32,3625.72,6,12,india,United Kingdom
4157,HR manager,23/01/2024,24/02/2024,32,,51,6,NG,Australia
4158,HR manager,18/06/2024,24/07/2024,36,3273.25,79,6,nigeria,UAE
4159,Data Analyst,2024-01-04,2024-02-04,31,3668.48,55,20,india,UAE
4160,Senior IT,18/02/2023,26/03/2023,36,4147.74,70,8,Philippines,United States
4161,Jr.Developer,2023-07-15,2023-08-13,29,2633.37,54,19,nigeria,United Kingdom
4162,Junior Dev,11/09/2023,11/10/2023,30,2481.88,79,18,Nigeria,United Kingdom
4163,Jr Developer,2023-03-20,2023-04-14,25,1479.83,13,17,pak,UAE
4164,Senior IT Support,2023-04-12,2023-04-27,15,6135.91,28,3,PK,United States
4165,Junior Dev,2023-01-05,2023-02-02,28,3036.67,23,3,India,United States
4166,Jr Developer,2024-03-12,2024-04-05,24,1733.22,5,27,philippines,United Kingdom
4167,DataAnalyst,2023-09-08,2023-10-02,24,2813.19,99,15,PK,Canada
4168,HR manager,2023-01-15,2023-02-15,31,3712.15,1,23,kenya,United Kingdom
4169,Senior IT,17/12/2023,21/01/2024,35,7756.09,28,27,kenya,United States
4170,Jr.Developer,06/06/2024,02/07/2024,26,1771.54,62,4,india,UAE
4171,Data Analysis,21/03/2024,19/04/2024,29,1854.03,15,15,NG,United Kingdom
4172,Human Resources Manager,29/06/2024,07/08/2024,39,3053.97,5,28,NG,UAE
4173,Jr.Developer,2024-06-16,2024-07-01,15,2970.37,70,30,Pakistan,United States
4174,Sr IT Support,2023-04-26,2023-05-28,32,1536.16,88,1,india,United Kingdom
4175,Junior Dev,2023-08-28,2023-09-28,31,1533.85,95,25,IND,UAE
4176,HR manager,13/02/2023,07/03/2023,22,1480.53,12,8,PK,United Kingdom
4177,Human Resources Manager,2023-06-19,2023-07-10,21,5820.0,96,7,pak,United States
4178,HR Mgr,2023-03-27,2023-04-30,34,3038.9,65,4,NG,United Kingdom
4179,Human Resources Manager,26/02/2024,31/03/2024,34,6973.33,77,1,Nigeria,United States
4180,Data Analysis,20/09/2023,13/10/2023,23,1566.41,56,15,IND,United States
4181,Jr Developer,2023-11-03,2023-12-01,28,1513.35,88,26,Nigeria,UAE
4182,Senior IT Support,05/01/2024,06/02/2024,32,4414.57,10,20,India,Australia
4183,Senior IT,2024-04-03,2024-05-07,34,3303.24,41,1,india,Australia
4184,Data Analysis,2024-05-16,2024-06-15,30,1491.45,30,26,india,Canada
4185,H.R. Manager,2023-01-08,2023-02-05,28,5260.42,93,8,PH,United Kingdom
4186,HR manager,2023-02-11,2023-03-16,33,1817.81,66,8,kenya,UAE
4187,Senior IT Support,2024-03-28,2024-04-30,33,3421.05,83,20,IND,Canada
4188,Junior Developer,01/05/2023,03/06/2023,33,2645.49,71,30,India,United States
4189,DataAnalyst,06/03/2023,21/03/2023,15,1323.82,33,1,PK,Canada
4190,HR manager,2023-02-10,2023-03-13,31,,23,10,NG,United Kingdom
